mm,mdd,dd,hr,Ts_C,VPD,u,"precip, mm","P, kPa","O3, ppb","PAR, W m-2"
6,23,174,18,18.34,1.44467,0.53,0,93.04,57.43,248.18
6,23,174,19,22.1,1.99794,0.58,0,92.9,54.102,45.66
6,23,174,20,20.21,1.67769,0.61,0,92.96,50.326,0
6,23,174,21,15.02,0.94926,0.25,0,93.08,45.518,0
6,23,174,22,17.23,1.17957,0.29,0,93.05,41.3,0
6,23,174,23,16.12,1.00992,0.33,0,93.06,38.548,0
6,24,175,0,13.02,0.64084,0.4,0,92.96,36.151,0
6,24,175,1,14.36,0.72457,0.47,0,93.05,34.08,0
6,24,175,2,13.7,0.59326,0.53,0,93.01,32.248,0
6,24,175,3,12.42,0.40101,0.58,0,93.04,30.608,0
6,24,175,4,12.81,0.41942,0.7,0,92.98,29.248,0
6,24,175,5,12.61,0.37669,0.82,0,93,28.181,8.84
6,24,175,6,19.87,1.23067,0.9,0,93.08,27.028,195.87
6,24,175,7,14.9,0.57356,0.88,0,93.05,35.543,401.06
6,24,175,8,17.38,0.85575,0.77,0,93.06,39.439,591.51
6,24,175,9,26.77,2.43002,0.69,0,92.94,43.516,756.08
6,24,175,10,22.18,1.5581,0.51,0,93.05,52.19,883.74
6,24,175,11,24.48,1.96938,0.4,0,93,58.739,966.92
6,24,175,12,28.11,2.74704,0.48,0,92.79,62.06,1000.15
6,24,175,13,27.23,2.58589,0.42,0,92.91,63.618,980.35
6,24,175,14,27.68,2.7321,0.45,0,92.86,64.598,909.74
6,24,175,15,26.36,2.48413,0.53,0,92.75,65.284,792.76
6,24,175,16,27.53,2.7407,0.54,0,92.78,65.603,636.69
6,24,175,17,26.95,2.61102,0.55,0,92.77,64.997,451.79
6,24,175,18,20.53,1.41588,0.54,0,92.85,64.296,249
6,24,175,19,24.41,2.08931,0.52,0,92.77,62.132,46.17
6,24,175,20,22.46,1.75002,0.5,0,92.81,59.237,0
6,24,175,21,16.32,0.85939,0.12,0,92.81,53.956,0
6,24,175,22,19.13,1.23471,0.12,0,92.84,49.251,0
6,24,175,23,17.73,1.05212,0.11,0,92.83,45.015,0
6,25,176,0,14.23,0.64989,0.12,0,92.57,41.239,0
6,25,176,1,15.65,0.76984,0.09,0,92.76,38.628,0
6,25,176,2,14.95,0.66689,0.11,0,92.68,37.269,0
6,25,176,3,14.46,0.59567,0.17,0,92.6,36.798,0
6,25,176,4,14.3,0.54785,0.17,0,92.58,36.522,0
6,25,176,5,14.38,0.5316,0.2,0,92.59,36.326,8.47
6,25,176,6,23.87,1.87031,0.24,0,92.73,35.107,186.97
6,25,176,7,17.58,0.88864,0.64,0,92.63,42.61,383.59
6,25,176,8,20.72,1.31516,0.51,0,92.67,46.435,565.93
6,25,176,9,28.2,2.7372,0.37,0,92.56,50.814,756.11
6,25,176,10,25.33,2.1663,0.56,0,92.69,55.498,883.9
6,25,176,11,26.77,2.51803,0.74,0,92.64,58.62,967.29
6,25,176,12,29.24,3.1409,0.92,0,92.43,60.229,1000.71
6,25,176,13,28.56,2.98038,0.96,0,92.53,60.874,981.12
6,25,176,14,28.91,3.06842,1.01,0,92.49,60.836,910.64
6,25,176,15,27.22,2.68275,1.06,0,92.35,60.182,793.84
6,25,176,16,28.57,2.9972,1.05,0,92.41,59.026,637.78
6,25,176,17,27.9,2.84015,1.01,0,92.39,57.078,452.91
6,25,176,18,21.25,1.52237,0.9,0,92.45,55.028,250.07
6,25,176,19,25.22,2.27899,0.77,0,92.37,52.419,46.82
6,25,176,20,23.23,1.94315,0.59,0,92.41,49.483,0
6,25,176,21,16.85,1.03911,0.16,0,92.35,45.484,0
6,25,176,22,19.79,1.44011,0.17,0,92.43,42.08,0
6,25,176,23,18.33,1.23778,0.18,0,92.39,39.172,0
6,26,177,0,14.42,0.77271,0.2,0,92.09,36.608,0
6,26,177,1,16.07,0.90128,0.21,0,92.29,34.256,0
6,26,177,2,15.26,0.75385,0.22,0,92.21,31.953,0
6,26,177,3,14.17,0.58462,0.25,0,92.07,29.944,0
6,26,177,4,14.34,0.5669,0.38,0,92.09,28.904,0
6,26,177,5,14.26,0.51797,0.48,0,92.08,28.393,8.07
6,26,177,6,22,1.52231,0.54,0,92.03,27.31,195.36
6,26,177,7,16.78,0.78163,0.82,0,92.06,33.51,400.84
6,26,177,8,19.39,1.13175,0.85,0,92.05,37.222,591.65
6,26,177,9,26.67,2.4257,0.93,0,91.86,41.368,756.69
6,26,177,10,23.57,1.8314,1.06,0,91.99,46.985,884.68
6,26,177,11,25.13,2.14826,1.19,0,91.94,49.243,968.26
6,26,177,12,27.3,2.62706,1.31,0,91.74,48.862,1001.85
6,26,177,13,26.89,2.5188,1.36,0,91.83,47.279,982.44
6,26,177,14,27.1,2.5476,1.4,0,91.79,45.596,912.11
6,26,177,15,24.96,2.08618,1.43,0,91.66,44.945,795.16
6,26,177,16,26.53,2.39657,1.38,0,91.72,45.537,639.21
6,26,177,17,25.75,2.2219,1.31,0,91.7,46.148,454.37
6,26,177,18,19.68,1.14186,1.2,0,91.76,46.593,249.47
6,26,177,19,23.19,1.69768,1.01,0,91.68,45.433,47.25
6,26,177,20,21.43,1.36995,0.78,0,91.72,43.461,0
6,26,177,21,15.84,0.60761,0.65,0,91.8,41.345,0
6,26,177,22,18.4,0.96233,0.74,0,91.77,40.902,0
6,26,177,23,17.12,0.82085,0.83,0,91.78,41.545,0
6,27,178,0,12.85,0.36642,0.94,0,91.84,41.492,0
6,27,178,1,14.84,0.62434,0.94,0,91.81,40.255,0
6,27,178,2,13.84,0.5661,0.94,0,91.82,38.862,0
6,27,178,3,10.99,0.3398,0.95,0,91.93,38.235,0
6,27,178,4,12.22,0.51362,1.08,0,91.86,38.483,0
6,27,178,5,11.6,0.51524,1.15,0,91.89,39.063,7.42
6,27,178,6,13.88,0.79575,1.19,0,91.92,38.225,192.88
6,27,178,7,11.95,0.67852,1.24,0,91.93,38.126,396.95
6,27,178,8,12.92,0.84434,1.24,0,91.92,38.676,586.44
6,27,178,9,19.43,1.7025,1.23,0,91.89,39.802,755.86
6,27,178,10,15.73,1.24225,1.14,0,91.91,42.081,884.24
6,27,178,11,17.58,1.49262,1.04,0,91.9,45.132,967.92
6,27,178,12,21.93,2.15727,0.94,0,91.73,48.385,1001.65
6,27,178,13,20.28,1.90571,0.87,0,91.85,50.866,982.37
6,27,178,14,21.11,2.04554,0.82,0,91.8,52.346,912.21
6,27,178,15,20.51,1.96155,0.79,0,91.66,53.125,795.62
6,27,178,16,21.46,2.11645,0.72,0,91.71,53.145,639.69
6,27,178,17,20.99,2.04456,0.65,0,91.69,52.357,454.81
6,27,178,18,15.06,1.24901,0.58,0,91.77,52.135,251.76
6,27,178,19,18.68,1.71031,0.6,0,91.68,50.653,47.79
6,27,178,20,16.87,1.48246,0.61,0,91.72,48.788,0
6,27,178,21,11.61,0.88737,0.19,0,91.8,45.032,0
6,27,178,22,13.91,1.08192,0.17,0,91.78,41.787,0
6,27,178,23,12.76,0.9476,0.18,0,91.79,39.379,0
6,28,179,0,9.38,0.63842,0.22,0,91.64,37.108,0
6,28,179,1,10.88,0.73985,0.19,0,91.76,34.354,0
6,28,179,2,10.14,0.65665,0.17,0,91.71,31.221,0
6,28,179,3,9.6,0.59775,0.16,0,91.73,27.997,0
6,28,179,4,9.44,0.54173,0.17,0,91.66,25.09,0
6,28,179,5,9.52,0.50464,0.18,0,91.69,23.234,7.02
6,28,179,6,17.41,1.2736,0.18,0,91.75,22.1,193.36
6,28,179,7,12.2,0.67133,0.48,0,91.73,36.801,399.19
6,28,179,8,14.8,0.88736,0.49,0,91.74,41.69,590.27
6,28,179,9,18.64,1.30928,0.67,0.097,91.69,44.781,690.02
6,28,179,10,17.83,1.18398,0.78,0.097,91.74,48.233,807.42
6,28,179,11,18.24,1.22385,0.9,0.097,91.72,51.041,884.06
6,28,179,12,17.16,1.06847,1,0.663,91.68,51.895,761.76
6,28,179,13,18.15,1.17217,1.1,0.663,91.69,51.173,747.39
6,28,179,14,17.65,1.08169,1.19,0.663,91.68,49.56,694.05
6,28,179,15,15.07,0.74114,1.29,0.83,91.87,47.717,571.18
6,28,179,16,16.44,0.88163,1.24,0.83,91.72,46.405,459.51
6,28,179,17,15.75,0.7749,1.17,0.83,91.79,45.507,326.63
6,28,179,18,13.15,0.4641,1.1,0.633,92.12,45.323,215.18
6,28,179,19,14.41,0.6134,1.03,0.633,91.93,44.298,40.77
6,28,179,20,13.77,0.55553,0.92,0.633,92.01,42.296,0
6,28,179,21,11.84,0.32373,0.56,0.047,92.21,39.226,0
6,28,179,22,12.7,0.40309,0.58,0.047,92.14,36.993,0
6,28,179,23,12.27,0.35647,0.59,0.047,92.17,35.753,0
6,29,180,0,11.19,0.25266,0.6,0.007,92.17,35.396,0
6,29,180,1,11.63,0.29122,0.66,0.007,92.2,35.782,0
6,29,180,2,11.41,0.26754,0.71,0.007,92.19,36.595,0
6,29,180,3,11.35,0.255,0.76,0.133,92.25,37.541,0
6,29,180,4,11.24,0.24008,0.83,0.133,92.19,38.568,0
6,29,180,5,11.29,0.24124,0.89,0.133,92.21,39.421,5.07
6,29,180,6,14.48,0.54944,0.9,0.037,92.39,39.089,189.11
6,29,180,7,12.38,0.37983,1,0.037,92.28,40.228,392.97
6,29,180,8,13.42,0.52789,1.06,0.037,92.33,42.662,582.14
6,29,180,9,17.13,0.99592,1.1,0.04,92.41,46.21,674.33
6,29,180,10,15.36,0.78094,1.14,0.04,92.39,50.259,789.65
6,29,180,11,16.24,0.88241,1.17,0.04,92.4,52.829,864.89
6,29,180,12,19.64,1.33058,1.2,0.027,92.48,53.361,968.03
6,29,180,13,17.96,1.11175,1.2,0.027,92.43,52.443,950
6,29,180,14,18.8,1.24008,1.21,0.027,92.45,50.84,882.19
6,29,180,15,17.89,1.13067,1.21,0.097,92.56,48.867,762.07
6,29,180,16,19.05,1.29746,1.16,0.097,92.5,46.691,612.77
6,29,180,17,18.47,1.22249,1.09,0.097,92.52,44.267,435.32
6,29,180,18,14.23,0.70729,1,0.017,92.68,42.547,250.31
6,29,180,19,16.66,1.01438,0.88,0.017,92.59,40.784,46.98
6,29,180,20,15.44,0.89548,0.74,0.017,92.63,39.203,0
6,29,180,21,12.27,0.54215,0.24,0.007,92.72,36.692,0
6,29,180,22,13.57,0.64567,0.21,0.007,92.69,34.716,0
6,29,180,23,12.92,0.5616,0.2,0.007,92.7,33.24,0
6,30,181,0,10.58,0.33483,0.2,0.003,92.68,31.894,0
6,30,181,1,11.71,0.42223,0.2,0.003,92.71,30.63,0
6,30,181,2,11.15,0.35964,0.19,0.003,92.7,29.656,0
6,30,181,3,10.28,0.27328,0.19,0,92.76,28.832,0
6,30,181,4,10.47,0.27878,0.23,0,92.7,28.742,0
6,30,181,5,10.37,0.25806,0.26,0,92.72,29.152,5.58
6,30,181,6,15.02,0.70056,0.28,0,92.76,28.966,188.7
6,30,181,7,11.86,0.42374,0.67,0,92.76,33.168,394.09
6,30,181,8,13.44,0.61013,0.72,0,92.76,35.727,585
6,30,181,9,19.34,1.36325,0.75,0,92.71,38.477,694.73
6,30,181,10,16.47,1.00592,0.77,0,92.75,42.651,813.86
6,30,181,11,17.91,1.21349,0.79,0,92.73,46.163,891.75
6,30,181,12,21.73,1.80498,0.81,0,92.57,48.225,997.36
6,30,181,13,20.15,1.59358,0.81,0,92.68,49.124,978.63
6,30,181,14,20.95,1.75406,0.81,0,92.63,49.14,908.99
6,30,181,15,20.54,1.72846,0.81,0,92.58,48.408,794.18
6,30,181,16,21.33,1.84182,0.81,0,92.57,46.976,638.53
6,30,181,17,20.94,1.76644,0.79,0,92.58,44.9,453.62
6,30,181,18,15.5,1.01223,0.75,0,92.75,43.484,250.38
6,30,181,19,18.84,1.46293,0.63,0,92.62,41.704,46.86
6,30,181,20,17.16,1.26491,0.49,0,92.67,40.119,0
6,30,181,21,12.27,0.74817,0.07,0.003,92.76,36.892,0
6,30,181,22,14.42,0.94466,0.06,0.003,92.75,33.809,0
6,30,181,23,13.35,0.81394,0.06,0.003,92.76,30.989,0
7,1,182,0,11.39,0.61109,0.07,0,92.66,28.262,0
7,1,182,1,11.99,0.64467,0.03,0,92.74,25.603,0
7,1,182,2,11.69,0.60045,0.02,0,92.7,22.921,0
7,1,182,3,11.89,0.61295,0.05,0.003,92.68,20.128,0
7,1,182,4,11.55,0.5804,0.01,0.003,92.66,17.393,0
7,1,182,5,11.72,0.59391,0.02,0.003,92.67,16.44,4.88
7,1,182,6,21.28,1.77328,0.04,0,92.6,18.365,187.9
7,1,182,7,15.03,0.93848,0.46,0,92.66,35.215,393.8
7,1,182,8,18.16,1.33879,0.66,0,92.64,38.742,585.36
7,1,182,9,24.37,2.35399,0.85,0.017,92.48,42.454,751.05
7,1,182,10,22.32,1.99151,0.92,0.017,92.57,47.045,880.03
7,1,182,11,23.35,2.17734,1,0.017,92.53,50.195,964.54
7,1,182,12,22.93,2.10882,1.09,0.017,92.4,51.471,919.75
7,1,182,13,23.9,2.25531,1.12,0.017,92.46,51.836,902.71
7,1,182,14,23.42,2.13999,1.15,0.017,92.44,51.633,838.56
7,1,182,15,20.65,1.6492,1.17,0,92.37,50.885,411.38
7,1,182,16,22.17,1.87441,1.04,0,92.39,49.733,330.77
7,1,182,17,21.41,1.72734,0.91,0,92.38,48.065,235.03
7,1,182,18,16.2,0.96511,0.74,0.04,92.47,46.83,176.59
7,1,182,19,19.16,1.26814,0.67,0.04,92.39,45.392,32.99
7,1,182,20,17.67,0.98249,0.65,0.04,92.43,43.858,0
7,1,182,21,14.7,0.54438,0.7,0.047,92.48,42.315,0
7,1,182,22,15.7,0.63176,0.64,0.047,92.47,40.949,0
7,1,182,23,15.2,0.54851,0.58,0.047,92.48,39.76,0
7,2,183,0,14.18,0.412,0.51,0.003,92.36,38.608,0
7,2,183,1,14.54,0.43843,0.46,0.003,92.45,37.441,0
7,2,183,2,14.37,0.41134,0.43,0.003,92.41,36.258,0
7,2,183,3,13.96,0.36234,0.41,0.013,92.37,35.052,0
7,2,183,4,14.11,0.37681,0.55,0.013,92.36,34.147,0
7,2,183,5,14.03,0.35934,0.59,0.013,92.37,33.553,4.4
7,2,183,6,15.85,0.55008,0.62,0.073,92.42,32.459,139.63
7,2,183,7,14.58,0.42359,0.79,0.073,92.38,34.686,293.94
7,2,183,8,15.21,0.50924,0.93,0.073,92.4,39.147,437.34
7,2,183,9,18.72,0.96558,1.07,0.243,92.39,43.84,643.3
7,2,183,10,16.81,0.7036,1.09,0.243,92.41,47.618,754.19
7,2,183,11,17.77,0.81559,1.13,0.243,92.4,49.294,826.78
7,2,183,12,19.39,1.02846,1.17,0.893,92.42,49.635,767.27
7,2,183,13,18.94,0.95479,1.15,0.893,92.4,49.113,753.28
7,2,183,14,19.16,0.976,1.13,0.893,92.41,48.018,699.78
7,2,183,15,18.75,0.9064,1.12,0.123,92.48,46.442,775.88
7,2,183,16,19.17,0.98918,1.02,0.123,92.43,44.512,623.93
7,2,183,17,18.96,0.98116,0.93,0.123,92.45,42.159,443.19
7,2,183,18,16.27,0.64923,0.85,0.027,92.67,40.444,249.79
7,2,183,19,17.9,0.89016,0.71,0.027,92.52,38.446,46.34
7,2,183,20,17.08,0.81562,0.57,0.027,92.59,36.702,0
7,2,183,21,14.39,0.5054,0.1,0.007,92.73,33.498,0
7,2,183,22,15.64,0.60938,0.06,0.007,92.68,30.671,0
7,2,183,23,15.01,0.50111,0.03,0.007,92.7,28.315,0
7,3,184,0,13.77,0.41044,0.03,0.01,92.8,26.136,0
7,3,184,1,14.18,0.44574,0.01,0.01,92.75,23.811,0
7,3,184,2,13.97,0.41527,0.01,0.01,92.77,21.24,0
7,3,184,3,13.85,0.39313,0.09,0.003,92.87,18.246,0
7,3,184,4,13.79,0.36582,0.01,0.003,92.82,16.458,0
7,3,184,5,13.82,0.36952,0.02,0.003,92.84,16.91,3.77
7,3,184,6,19.64,1.09487,0.06,0.063,92.93,19.029,183.68
7,3,184,7,15.77,0.61028,0.16,0.063,92.88,32.676,389.32
7,3,184,8,17.7,0.86783,0.19,0.063,92.9,37.304,580.52
7,3,184,9,20.62,1.31174,0.31,0.203,92.91,41.682,708.09
7,3,184,10,19.97,1.22093,0.31,0.203,92.93,47.289,830.67
7,3,184,11,20.3,1.28232,0.37,0.203,92.92,52.958,910.97
7,3,184,12,21.21,1.43613,0.47,0.417,92.81,56.682,853.34
7,3,184,13,20.83,1.37323,0.48,0.417,92.89,59.146,837.73
7,3,184,14,21.02,1.40106,0.57,0.417,92.85,61.354,778.33
7,3,184,15,19.67,1.19033,0.69,0.13,92.9,63.123,752.29
7,3,184,16,20.69,1.35327,0.71,0.13,92.83,63.706,604.84
7,3,184,17,20.17,1.28276,0.73,0.13,92.86,62.383,429.35
7,3,184,18,16.39,0.77424,0.73,0.007,93.02,59.992,248.76
7,3,184,19,18.56,1.08813,0.69,0.007,92.93,55.262,45.57
7,3,184,20,17.47,0.97465,0.63,0.007,92.97,50.058,0
7,3,184,21,13.68,0.52491,0.19,0,93.06,43.801,0
7,3,184,22,15.48,0.7435,0.18,0,93.03,39.113,0
7,3,184,23,14.58,0.66532,0.17,0,93.04,35.757,0
7,4,185,0,13.1,0.53716,0.16,0.003,92.99,33.21,0
7,4,185,1,13.49,0.55525,0.22,0.003,93.04,31.961,0
7,4,185,2,13.3,0.51655,0.28,0.003,93.02,31.076,0
7,4,185,3,12.85,0.45294,0.34,0.007,93.13,29.584,0
7,4,185,4,13,0.46725,0.47,0.007,93.02,27.719,0
7,4,185,5,12.92,0.45711,0.6,0.007,93.07,25.369,3.23
7,4,185,6,18.36,1.08655,0.68,0.007,93.38,23.003,181.92
7,4,185,7,14.66,0.70953,0.8,0.007,93.19,31.516,388.52
7,4,185,8,16.5,0.99243,0.84,0.007,93.27,33.83,580.36
7,4,185,9,22.28,1.89913,0.86,0,93.38,35.586,746.37
7,4,185,10,19.67,1.50417,0.89,0,93.38,38.106,876.16
7,4,185,11,20.97,1.71969,0.92,0,93.38,41.58,961.19
7,4,185,12,23.6,2.18264,0.96,0.003,93.33,44.868,995.98
7,4,185,13,22.73,2.01206,0.98,0.003,93.37,46.816,977.96
7,4,185,14,23.17,2.07447,1.01,0.003,93.35,47.417,908.59
7,4,185,15,21.91,1.84297,1.03,0.01,93.42,46.953,792.02
7,4,185,16,23.03,2.01246,1.01,0.01,93.35,45.68,636.56
7,4,185,17,22.46,1.89057,0.99,0.01,93.38,43.499,451.5
7,4,185,18,17.35,1.09776,0.94,0.007,93.62,41.744,247.95
7,4,185,19,20.37,1.53981,0.81,0.007,93.46,39.666,44.74
7,4,185,20,18.85,1.33525,0.7,0.007,93.53,37.956,0
7,4,185,21,14.55,0.77625,0.22,0,93.69,35.114,0
7,4,185,22,16.41,0.97148,0.24,0,93.64,32.573,0
7,4,185,23,15.48,0.84171,0.27,0,93.66,30.601,0
7,5,186,0,13.23,0.5811,0.31,0.003,93.63,28.784,0
7,5,186,1,14.12,0.63292,0.42,0.003,93.68,27.333,0
7,5,186,2,13.68,0.53928,0.5,0.003,93.66,25.868,0
7,5,186,3,12.99,0.41916,0.58,0,93.7,24.562,0
7,5,186,4,13.14,0.41845,0.67,0,93.65,25.992,0
7,5,186,5,13.06,0.39308,0.77,0,93.67,26.829,2.62
7,5,186,6,18.36,0.99349,0.86,0,93.9,26.335,178.96
7,5,186,7,14.76,0.60918,0.99,0,93.74,30.63,385
7,5,186,8,16.55,0.87177,1.02,0,93.81,35.393,576.51
7,5,186,9,23.3,1.93467,1.04,0,93.85,39.849,744.38
7,5,186,10,20.01,1.4218,1.04,0,93.89,45.431,874.29
7,5,186,11,21.66,1.70598,1.04,0,93.87,50.39,959.55
7,5,186,12,25.06,2.34716,1.03,0,93.66,53.387,994.83
7,5,186,13,23.91,2.12774,1.06,0,93.81,54.597,976.74
7,5,186,14,24.49,2.24075,1.09,0,93.74,54.621,907.54
7,5,186,15,23.78,2.10958,1.11,0,93.64,53.714,791.48
7,5,186,16,24.64,2.24839,1.1,0,93.66,51.935,635.82
7,5,186,17,24.21,2.14313,1.07,0,93.65,49.231,450.74
7,5,186,18,18.01,1.1202,1,0,93.82,46.696,247.14
7,5,186,19,21.84,1.70691,0.94,0,93.68,43.789,43.98
7,5,186,20,19.92,1.40478,0.77,0,93.74,41.283,0
7,5,186,21,15.03,0.76794,0.38,0,93.88,38.563,0
7,5,186,22,17.01,0.9884,0.44,0,93.83,36.492,0
7,5,186,23,16.02,0.84604,0.5,0,93.85,35.282,0
7,6,187,0,13,0.495,0.56,0,93.81,34.592,0
7,6,187,1,14.36,0.63234,0.58,0,93.86,34.186,0
7,6,187,2,13.68,0.55769,0.6,0,93.84,33.868,0
7,6,187,3,12.37,0.4229,0.62,0,93.86,33.454,0
7,6,187,4,12.79,0.45959,0.69,0,93.82,34.191,0
7,6,187,5,12.58,0.43521,0.77,0,93.84,36.481,2.15
7,6,187,6,18.28,1.08899,0.84,0,93.9,37.726,177.69
7,6,187,7,14.34,0.62431,0.97,0,93.87,41.161,384.27
7,6,187,8,16.31,0.85887,1.01,0,93.88,43.604,576.63
7,6,187,9,24.4,2.11036,1.02,0,93.79,46.395,743.33
7,6,187,10,20.33,1.43739,1,0,93.88,50.292,873.36
7,6,187,11,22.37,1.7881,0.98,0,93.84,53.582,958.88
7,6,187,12,27.17,2.74677,0.96,0,93.59,55.661,994.39
7,6,187,13,25.34,2.36705,0.97,0,93.75,56.581,976.41
7,6,187,14,26.27,2.56247,0.98,0,93.68,56.752,907.31
7,6,187,15,26.06,2.52527,0.99,0,93.48,56.419,791.45
7,6,187,16,26.81,2.67242,0.98,0,93.57,55.431,635.64
7,6,187,17,26.44,2.57848,0.95,0,93.53,53.454,450.51
7,6,187,18,20.33,1.43521,0.87,0,93.57,51.365,246.96
7,6,187,19,24.14,2.04705,0.81,0,93.5,48.981,43.47
7,6,187,20,22.23,1.65533,0.6,0,93.53,47.031,0
7,6,187,21,16.85,0.86809,0.35,0,93.61,44.715,0
7,6,187,22,19.17,1.1548,0.38,0,93.58,42.635,0
7,6,187,23,18.01,0.96966,0.41,0,93.59,41.09,0
7,7,188,0,14.4,0.5089,0.44,0,93.63,39.632,0
7,7,188,1,16.03,0.68683,0.4,0,93.61,37.82,0
7,7,188,2,15.21,0.58729,0.36,0,93.62,35.995,0
7,7,188,3,13.73,0.42472,0.33,0,93.64,34.194,0
7,7,188,4,14.18,0.47179,0.41,0,93.63,33.04,0
7,7,188,5,13.95,0.44785,0.48,0,93.64,31.857,1.74
7,7,188,6,21.25,1.40391,0.55,0,93.53,30.157,176.41
7,7,188,7,16.25,0.7224,0.89,0,93.62,41.751,383.08
7,7,188,8,18.75,1.05361,0.97,0,93.58,47.043,575.77
7,7,188,9,26.44,2.39568,1.04,0,93.4,51.404,742.86
7,7,188,10,22.99,1.74532,1.03,0,93.5,56.322,873.09
7,7,188,11,24.72,2.08477,1.04,0,93.46,60.076,958.81
7,7,188,12,28.74,2.97634,1.04,0,93.12,62.503,994.68
7,7,188,13,27.24,2.62575,1.03,0,93.34,63.946,976.7
7,7,188,14,28,2.79856,1.01,0,93.24,64.747,907.73
7,7,188,15,27.28,2.63408,1,0,93.09,65.003,791.8
7,7,188,16,28.26,2.85541,0.95,0,93.11,64.82,636.05
7,7,188,17,27.77,2.73858,0.89,0,93.1,63.914,450.75
7,7,188,18,20.57,1.35095,0.79,0,93.2,63.28,246.88
7,7,188,19,25.03,2.16372,0.73,0,93.11,61.955,43.03
7,7,188,20,22.8,1.76702,0.6,0,93.15,60.463,0
7,7,188,21,16.78,0.90253,0.21,0,93.23,58.169,0
7,7,188,22,19.3,1.24139,0.22,0,93.21,56.696,0
7,7,188,23,18.04,1.069,0.24,0,93.22,56.132,0
7,8,189,0,14.37,0.63133,0.26,0,93.15,55.678,0
7,8,189,1,15.98,0.84086,0.23,0,93.21,54.555,0
7,8,189,2,15.18,0.77879,0.2,0,93.19,52.882,0
7,8,189,3,13.95,0.68012,0.19,0,93.17,50.815,0
7,8,189,4,14.23,0.69558,0.2,0,93.15,48.996,0
7,8,189,5,14.09,0.66751,0.21,0,93.16,47.76,1.39
7,8,189,6,22.47,1.7941,0.21,0,93.25,46.166,174.92
7,8,189,7,16.78,0.97509,0.72,0,93.19,51.519,382.14
7,8,189,8,19.62,1.34046,0.77,0,93.21,53.92,574.98
7,8,189,9,27.55,2.77858,0.8,0,93.1,56.626,741.85
7,8,189,10,24.18,2.11188,0.78,0,93.22,60.581,872.23
7,8,189,11,25.87,2.47606,0.75,0,93.17,63.392,958.12
7,8,189,12,28.96,3.20142,0.72,0,92.88,65.17,994.27
7,8,189,13,28.04,2.99302,0.7,0,93.05,66.049,976.51
7,8,189,14,28.51,3.1139,0.68,0,92.98,66.22,907.58
7,8,189,15,27.33,2.8529,0.67,0,92.8,65.723,735.44
7,8,189,16,28.42,3.11492,0.65,0,92.86,64.724,590.67
7,8,189,17,27.88,2.99696,0.64,0,92.84,63.047,418.49
7,8,189,18,21.82,1.79754,0.59,0,92.78,61.722,246.78
7,8,189,19,25.5,2.47551,0.54,0,92.8,59.855,42.45
7,8,189,20,23.66,2.13252,0.48,0,92.79,57.988,0
7,8,189,21,17.35,1.1698,0.1,0,92.73,54.466,0
7,8,189,22,20.33,1.55197,0.05,0,92.77,52.026,0
7,8,189,23,18.84,1.29394,0.02,0,92.75,50.061,0
7,9,190,0,14.86,0.83936,0.14,0,92.61,47.982,0
7,9,190,1,16.53,1.01793,0.06,0,92.7,44.871,0
7,9,190,2,15.7,0.90323,0.05,0,92.66,42.626,0
7,9,190,3,14.58,0.7617,0.06,0,92.62,40.57,0
7,9,190,4,14.77,0.74982,0.05,0,92.61,38.699,0
7,9,190,5,14.67,0.70863,0.06,0,92.62,37.118,1.08
7,9,190,6,22.77,1.80957,0.07,0,92.64,36.239,173.81
7,9,190,7,17.31,0.90771,0.43,0,92.62,50.086,381.24
7,9,190,8,20.04,1.20307,0.49,0,92.63,54.727,574.33
7,9,190,9,27.55,2.51315,0.58,0,92.5,59.107,741.92
7,9,190,10,24.38,1.8622,0.67,0,92.61,64.717,872.57
7,9,190,11,25.97,2.18589,0.79,0,92.56,66.42,958.68
7,9,190,12,27.08,2.43183,0.93,0.27,92.34,66.316,994
7,9,190,13,27.41,2.46678,0.88,0.27,92.46,65.847,976.45
7,9,190,14,27.25,2.39419,0.88,0.27,92.41,65.306,907.58
7,9,190,15,24.19,1.72673,0.93,0.517,92.47,64.417,758.3
7,9,190,16,26.1,2.05523,0.81,0.517,92.37,63.501,609.27
7,9,190,17,25.14,1.80449,0.74,0.517,92.41,62.672,431.5
7,9,190,18,20.43,0.91902,0.71,0.003,92.69,62.936,245.81
7,9,190,19,22.91,1.44685,0.7,0.003,92.52,61.64,41.7
7,9,190,20,21.66,1.34739,0.66,0.003,92.59,59.045,0
7,9,190,21,17.91,0.86114,0.27,0,92.75,54.547,0
7,9,190,22,19.58,1.04662,0.26,0,92.7,50.115,0
7,9,190,23,18.74,0.88396,0.25,0,92.72,46.462,0
7,10,191,0,16.09,0.50283,0.26,0.007,92.73,43.549,0
7,10,191,1,17.31,0.63119,0.27,0.007,92.75,41.441,0
7,10,191,2,16.7,0.53308,0.28,0.007,92.74,39.983,0
7,10,191,3,15.89,0.41299,0.3,0.013,92.75,38.82,0
7,10,191,4,16.02,0.40769,0.33,0.013,92.73,37.922,0
7,10,191,5,15.95,0.37847,0.36,0.013,92.74,37.149,0.77
7,10,191,6,21.73,1.16499,0.39,0.007,92.83,35.793,171.56
7,10,191,7,17.83,0.63237,0.71,0.007,92.77,48.505,379.32
7,10,191,8,19.78,0.93591,0.69,0.007,92.79,53.234,572.63
